date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2001-10-05,19,bbb929c8-8fbe-4397-9dbb-9b2b20218538:19,7048,2078,194,19
2001-10-06,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,1427,152,60,5
2001-10-08,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,1246,363,53,4
2001-10-10,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,1613,83,67,4
2001-10-11,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,1798,1690,83,4
2001-10-12,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,2091,666,54,7
2001-10-13,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,359,88,19,2
2001-10-15,10,bbb929c8-8fbe-4397-9dbb-9b2b20218538:10,821,214,45,10
2001-10-16,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,1183,257,98,8
2001-10-17,11,bbb929c8-8fbe-4397-9dbb-9b2b20218538:11,718,593,51,11
2001-10-18,18,bbb929c8-8fbe-4397-9dbb-9b2b20218538:18,245,185,54,18
2001-10-19,9,bbb929c8-8fbe-4397-9dbb-9b2b20218538:9,581,222,75,9
2001-10-20,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,355,180,35,1
2001-10-23,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,807,235,42,2
2001-10-24,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,985,221,26,7
2001-10-25,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,546,292,50,1
2001-10-26,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,56,20,11,2
2001-10-31,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,3590,108,65,4
2001-11-01,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,91,7429,148,4
2001-11-02,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,608,9631,87,6
2001-11-03,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,32,2,2,1
2001-11-05,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,46,59,5,2
2001-11-06,9,bbb929c8-8fbe-4397-9dbb-9b2b20218538:9,1802,427,97,9
2001-11-07,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,1399,188,18,5
2001-11-08,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,2479,526,201,6
2001-11-09,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,993,305,59,5
2001-11-10,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,181,123,33,6
2001-11-11,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,4,2,6,3
2001-11-12,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,30,51,13,3
2001-11-13,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,585,223,26,5
2001-11-14,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,412,254,35,5
2001-11-15,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,283,119,21,4
2001-11-16,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,530,228,55,5
2001-11-19,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,1162,108,25,1
2001-11-20,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,95,33,20,3
2001-11-21,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,1692,229,33,1
2001-11-29,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,1854,9,20,1
2001-11-30,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,1421,177,70,2
2001-12-04,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,8,8,1,1
2001-12-06,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,59,41,10,4
2001-12-07,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,1479,341,104,5
2001-12-08,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,1546,378,14,1
2001-12-10,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,60,50,5,1
2001-12-11,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,146,83,27,4
2001-12-12,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,896,581,30,7
2001-12-13,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,1018,394,17,2
2001-12-14,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,5126,208,83,6
2001-12-15,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,446,286,21,2
2001-12-17,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,45,2,7,3
2001-12-18,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,2959,103,49,8
2001-12-19,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,1949,1263,105,5
2001-12-21,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,112,42,18,2
2002-01-07,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,558,221,19,3
2002-01-08,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,100,58,16,4
2002-01-09,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,38,34,8,2
2002-01-10,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,227,26,18,2
2002-01-14,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,2084,3219,124,1
2002-01-16,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,20,6,6,2
2002-01-17,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,950,2,24,1
2002-01-18,10,bbb929c8-8fbe-4397-9dbb-9b2b20218538:10,1723,692,163,10
2002-01-19,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,3955,722,82,2
2002-01-21,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,23,9,11,2
2002-01-22,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,1437,107,46,2
2002-01-24,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,16,2,3,1
2002-01-29,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,6056,957,127,6
2002-01-30,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,567,248,64,7
2002-01-31,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,521,149,22,3
2002-02-01,11,bbb929c8-8fbe-4397-9dbb-9b2b20218538:11,590,269,84,11
2002-02-02,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,630,355,56,4
2002-02-04,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,3,3,1,1
2002-02-05,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,2331,5305,173,5
2002-02-06,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,535,540,53,3
2002-02-07,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,348,227,45,5
2002-02-08,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,1268,410,80,7
2002-02-09,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,116,20,6,1
2002-02-11,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,354,4,5,2
2002-02-12,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,3448,609,53,3
2002-02-13,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,1028,320,67,5
2002-02-14,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,126,19,27,5
2002-02-15,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,12,8,6,1
2002-02-16,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,934,245,59,5
2002-02-17,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,1209,53,19,1
2002-02-18,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,242,41,20,5
2002-02-19,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,826,105,28,5
2002-02-20,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,901,334,32,3
2002-02-21,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,759,217,34,2
2002-02-22,13,bbb929c8-8fbe-4397-9dbb-9b2b20218538:13,1075,614,103,13
2002-02-23,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,232,22,21,2
2002-02-24,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,80,0,5,1
2002-02-25,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,1912,334,30,1
2002-02-26,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,447,236,25,5
2002-02-27,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,2040,953,68,3
2002-02-28,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,20,12,3,2
2002-03-01,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,819,163,51,5
2002-03-02,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,80,36,4,1
2002-03-04,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,181,125,23,4
2002-03-05,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,1126,682,63,6
2002-03-06,11,bbb929c8-8fbe-4397-9dbb-9b2b20218538:11,2383,1142,158,11
2002-03-07,9,bbb929c8-8fbe-4397-9dbb-9b2b20218538:9,806,27268,259,9
2002-03-08,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,500,44,33,5
2002-03-09,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,348,180,30,2
2002-03-11,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,193,25,20,1
2002-03-13,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,1257,292,53,5
2002-03-14,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,730,164,44,8
2002-03-15,12,bbb929c8-8fbe-4397-9dbb-9b2b20218538:12,1357,740,94,12
2002-03-16,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,130,8,12,2
2002-03-17,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,1240,916,45,2
2002-03-18,9,bbb929c8-8fbe-4397-9dbb-9b2b20218538:9,2847,2532,60,9
2002-03-19,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,468,252,21,3
2002-03-20,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,181,17,19,2
2002-03-21,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,687,214,30,6
2002-03-22,13,bbb929c8-8fbe-4397-9dbb-9b2b20218538:13,85786,53873,906,13
2002-03-23,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,123,110,20,3
2002-03-24,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,2072,221,50,6
2002-03-25,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,937,243,31,6
2002-03-26,17,bbb929c8-8fbe-4397-9dbb-9b2b20218538:17,819,315,94,17
2002-03-27,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,846,100296,243,7
2002-03-28,10,bbb929c8-8fbe-4397-9dbb-9b2b20218538:10,1083,86,71,10
2002-03-29,13,bbb929c8-8fbe-4397-9dbb-9b2b20218538:13,967,319,105,13
2002-03-30,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,4777,344,66,7
2002-03-31,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,458,94,55,5
2002-04-01,11,bbb929c8-8fbe-4397-9dbb-9b2b20218538:11,689,1143,76,11
2002-04-02,16,bbb929c8-8fbe-4397-9dbb-9b2b20218538:16,970,238,130,16
2002-04-03,14,bbb929c8-8fbe-4397-9dbb-9b2b20218538:14,2055,952,176,14
2002-04-04,9,bbb929c8-8fbe-4397-9dbb-9b2b20218538:9,814,340,95,9
2002-04-05,11,bbb929c8-8fbe-4397-9dbb-9b2b20218538:11,1129,152,97,11
2002-04-06,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,32,4,9,1
2002-04-08,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,351,245,49,6
2002-04-09,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,1064,642,24,4
2002-04-10,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,162,157,17,3
2002-04-11,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,645,333,35,2
2002-04-13,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,518,72,22,2
2002-04-15,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,15213,6034,559,7
2002-04-16,10,bbb929c8-8fbe-4397-9dbb-9b2b20218538:10,1523,1942,196,10
2002-04-17,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,9398,148707,639,6
2002-04-18,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,1646,996,121,5
2002-04-19,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,1073,206,62,6
2002-04-20,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,83,98,9,1
2002-04-22,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,598,1309,42,6
2002-04-23,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,656,467,65,8
2002-04-24,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,180,468,29,3
2002-04-25,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,626,685,51,4
2002-04-26,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,761,405,91,7
2002-04-29,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,35,3,7,2
2002-04-30,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,1286,1,21,1
2002-05-02,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,670,160,41,3
2002-05-03,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,2199,2258,61,6
2002-05-04,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,44,3,6,1
2002-05-06,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,1119,682,90,5
2002-05-07,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,2700,397,80,6
2002-05-08,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,74,38,14,3
2002-05-09,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,1067,529,36,8
2002-05-10,13,bbb929c8-8fbe-4397-9dbb-9b2b20218538:13,1859,495,93,13
2002-05-13,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,75,34,11,1
2002-05-14,10,bbb929c8-8fbe-4397-9dbb-9b2b20218538:10,848,1400,70,10
2002-05-15,12,bbb929c8-8fbe-4397-9dbb-9b2b20218538:12,940,371,89,12
2002-05-16,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,922,633,44,8
2002-05-17,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,22,3,4,1
2002-05-18,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,1053,675,22,5
2002-05-19,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,557,721,16,1
2002-05-20,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,1331,320,67,7
2002-05-21,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,1544,3059,110,7
2002-05-22,9,bbb929c8-8fbe-4397-9dbb-9b2b20218538:9,914,623,69,9
2002-05-23,10,bbb929c8-8fbe-4397-9dbb-9b2b20218538:10,2058,105,98,10
2002-05-24,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,88,21,22,3
2002-05-25,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,210,53,12,1
2002-05-27,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,402,40,40,5
2002-05-28,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,640,332,57,8
2002-05-29,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,69,27,10,2
2002-05-30,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,3986,6480,114,7
2002-05-31,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,1543,7233,188,6
2002-06-01,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,416,345,38,7
2002-06-02,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,500,1,4,1
2002-06-03,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,22,2,4,1
2002-06-04,20,bbb929c8-8fbe-4397-9dbb-9b2b20218538:20,3357,7596,302,20
2002-06-05,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,372,91,35,6
2002-06-06,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,614,435,37,5
2002-06-07,16,bbb929c8-8fbe-4397-9dbb-9b2b20218538:16,2249,652,135,16
2002-06-08,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,79,99,16,2
2002-06-09,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,116,78,4,1
2002-06-10,10,bbb929c8-8fbe-4397-9dbb-9b2b20218538:10,3477,3265,193,10
2002-06-11,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,1004,265,50,6
2002-06-12,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,41,2,11,2
2002-06-13,9,bbb929c8-8fbe-4397-9dbb-9b2b20218538:9,5668,4602,198,9
2002-06-14,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,2341,1040,197,8
2002-06-15,17,bbb929c8-8fbe-4397-9dbb-9b2b20218538:17,2949,2402,301,17
2002-06-16,9,bbb929c8-8fbe-4397-9dbb-9b2b20218538:9,2048,1040,115,9
2002-06-17,9,bbb929c8-8fbe-4397-9dbb-9b2b20218538:9,623,326,94,9
2002-06-18,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,411,65,39,3
2002-06-19,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,1594,653,99,8
2002-06-20,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,511,616,77,4
2002-06-21,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,388,224,39,5
2002-06-22,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,56,36,4,1
2002-06-23,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,16,2,4,1
2002-06-24,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,603,552,55,5
2002-06-25,11,bbb929c8-8fbe-4397-9dbb-9b2b20218538:11,1116,922,93,11
2002-06-26,12,bbb929c8-8fbe-4397-9dbb-9b2b20218538:12,584,99,82,12
2002-06-27,19,bbb929c8-8fbe-4397-9dbb-9b2b20218538:19,1986,581,160,19
2002-06-28,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,489,115,36,4
2002-06-29,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,366,85,26,1
2002-06-30,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,16,12,4,1
2002-07-01,11,bbb929c8-8fbe-4397-9dbb-9b2b20218538:11,450,298,68,11
2002-07-02,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,654,140,42,8
2002-07-03,15,bbb929c8-8fbe-4397-9dbb-9b2b20218538:15,1837,549,152,15
2002-07-04,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,14,6,4,1
2002-07-05,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,177,46,19,3
2002-07-06,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,20,10,7,1
2002-07-07,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,200,0,20,1
2002-07-08,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,12,2,4,1
2002-07-09,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,527,4,16,1
2002-07-10,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,567,249,47,6
2002-07-11,13,bbb929c8-8fbe-4397-9dbb-9b2b20218538:13,1317,506,95,13
2002-07-12,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,8398,1365,89,8
2002-07-13,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,1238,738,119,2
2002-07-14,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,2094,1934,285,4
2002-07-15,11,bbb929c8-8fbe-4397-9dbb-9b2b20218538:11,1003,431,94,11
2002-07-16,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,3156,17690,355,8
2002-07-17,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,608,257,56,8
2002-07-18,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,203,26,31,7
2002-07-19,13,bbb929c8-8fbe-4397-9dbb-9b2b20218538:13,1239,268,108,13
2002-07-20,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,479,185,40,2
2002-07-21,12,bbb929c8-8fbe-4397-9dbb-9b2b20218538:12,1678,1302,84,12
2002-07-22,10,bbb929c8-8fbe-4397-9dbb-9b2b20218538:10,2280,1191,196,10
2002-07-23,10,bbb929c8-8fbe-4397-9dbb-9b2b20218538:10,1088,311,93,10
2002-07-24,23,bbb929c8-8fbe-4397-9dbb-9b2b20218538:23,2799,948,202,23
2002-07-25,9,bbb929c8-8fbe-4397-9dbb-9b2b20218538:9,746,245,72,9
2002-07-26,11,bbb929c8-8fbe-4397-9dbb-9b2b20218538:11,1582,741,103,11
2002-07-27,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,346,37,23,2
2002-07-29,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,546,478,48,5
2002-07-30,13,bbb929c8-8fbe-4397-9dbb-9b2b20218538:13,697,132,66,13
2002-07-31,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,368,280,30,3
2002-08-01,15,bbb929c8-8fbe-4397-9dbb-9b2b20218538:15,934,502,101,15
2002-08-02,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,169,19,14,2
2002-08-03,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,1633,306,75,3
2002-08-04,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,22,3,4,1
2002-08-05,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,407,382,54,7
2002-08-06,19,bbb929c8-8fbe-4397-9dbb-9b2b20218538:19,1560,717,202,19
2002-08-07,16,bbb929c8-8fbe-4397-9dbb-9b2b20218538:16,863,194,90,16
2002-08-08,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,1461,210,94,8
2002-08-09,9,bbb929c8-8fbe-4397-9dbb-9b2b20218538:9,686,350,52,9
2002-08-10,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,366,176,42,5
2002-08-11,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,16,0,8,1
2002-08-12,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,1469,1257,72,7
2002-08-13,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,673,256,37,6
2002-08-14,10,bbb929c8-8fbe-4397-9dbb-9b2b20218538:10,769,224,68,10
2002-08-15,12,bbb929c8-8fbe-4397-9dbb-9b2b20218538:12,1383,344,93,12
2002-08-16,20,bbb929c8-8fbe-4397-9dbb-9b2b20218538:20,3839,1515,194,20
2002-08-17,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,392,174,47,5
2002-08-18,2,bbb929c8-8fbe-4397-9dbb-9b2b20218538:2,251,155,14,2
2002-08-19,13,bbb929c8-8fbe-4397-9dbb-9b2b20218538:13,1861,962,141,13
2002-08-20,12,bbb929c8-8fbe-4397-9dbb-9b2b20218538:12,3556,1391,80,12
2002-08-21,10,bbb929c8-8fbe-4397-9dbb-9b2b20218538:10,888,146,67,10
2002-08-22,8,bbb929c8-8fbe-4397-9dbb-9b2b20218538:8,703,353,69,8
2002-08-23,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,1213,684,36,7
2002-08-25,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,120,4,5,1
2002-08-26,5,bbb929c8-8fbe-4397-9dbb-9b2b20218538:5,579,106,39,5
2002-08-27,3,bbb929c8-8fbe-4397-9dbb-9b2b20218538:3,231,20,20,3
2002-08-28,11,bbb929c8-8fbe-4397-9dbb-9b2b20218538:11,994,108,62,11
2002-08-29,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,493,44,42,6
2002-08-30,9,bbb929c8-8fbe-4397-9dbb-9b2b20218538:9,1318,69,60,9
2002-08-31,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,54,14,7,1
2002-09-02,1,bbb929c8-8fbe-4397-9dbb-9b2b20218538:1,39,10,4,1
2002-09-03,6,bbb929c8-8fbe-4397-9dbb-9b2b20218538:6,1237,191,53,6
2002-09-04,7,bbb929c8-8fbe-4397-9dbb-9b2b20218538:7,638,315,61,7
2002-09-05,12,bbb929c8-8fbe-4397-9dbb-9b2b20218538:12,1107,589,116,12
2002-09-06,13,bbb929c8-8fbe-4397-9dbb-9b2b20218538:13,731,199,68,13
2002-09-07,4,bbb929c8-8fbe-4397-9dbb-9b2b20218538:4,756,374,40,4
