date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2005-09-18,12,pobox:7|iabervon:1|linux-foundation:3|ucw:1,374,141,12,12
2005-09-19,17,linux-foundation:3|studentenbude:2|pobox:10|altlinux:2,1737,341,126,17
2005-09-20,8,ucw:2|vrfy:1|fluxnic:1|linux-foundation:2|pobox:2,511,464,21,8
2005-09-21,28,pobox:11|altlinux:16|linux-foundation:1,420,606,43,28
2005-09-22,7,mpe:1|ucw:1|pobox:4|jdl:1,245,69,10,7
2005-09-23,17,pobox:9|gmail:1|altlinux:6|zytor:1,147,78,16,17
2005-09-24,17,pobox:12|ucw:3|iabervon:1|student:1,155,58,22,17
2005-09-25,13,pobox:9|gmail:2|linux-foundation:2,315,92,20,13
2005-09-26,12,samba:1|pobox:7|zytor:1|kotnet:1|iabervon:1|reactrix:1,200,51,18,12
2005-09-27,10,samba:1|pobox:3|zytor:4|ualberta:1|reactrix:1,71,37,16,10
2005-09-28,16,pobox:2|zytor:12|cs:1|reactrix:1,405,147,20,16
2005-09-29,7,zytor:2|pobox:1|gmx:1|gnu:1|linux-foundation:2,104,9,7,7
2005-09-30,18,pobox:8|zytor:7|linux-foundation:1|laptop:1|reactrix:1,382,246,42,18
2005-10-01,5,pobox:2|linux-foundation:2|mijncomputer:1,37,17,9,5
2005-10-02,13,pobox:10|gmail:2|xmission:1,940,414,18,13
2005-10-03,19,gmail:1|pobox:15|zytor:2|diku:1,299,318,44,19
2005-10-04,9,vrfy:2|iabervon:1|pobox:6,174,27,10,9
2005-10-05,10,gmail:1|diku:2|agolina:1|pobox:5|absolutegiganten:1,146,83,26,10
2005-10-06,9,pobox:7|gmail:1|linux-foundation:1,367,201,16,9
2005-10-07,9,pobox:6|gmx:2|273k:1,792,87,16,9
2005-10-08,10,pobox:6|linux-foundation:1|273k:1|gmx:2,286,122,21,10
2005-10-09,11,pobox:7|yahoo:1|gmx:1|agolina:1|linux-foundation:1,70,44,14,11
2005-10-10,43,pobox:11|urlichs:18|gmx:2|diku:1|zytor:3|absolutegiganten:2|linux-foundation:1|reactrix:5,2179,728,151,43
2005-10-11,17,urlichs:5|gmx:2|pobox:5|linux-foundation:3|ualberta:1|laptop:1,441,215,33,17
2005-10-12,6,pobox:5|altlinux:1,743,29,12,6
2005-10-13,17,linux-mips:1|altlinux:2|laptop:1|gmx:1|pobox:8|linux-foundation:4,745,151,50,17
2005-10-14,12,ualberta:1|linux-foundation:1|gmail:1|reactrix:1|pobox:8,713,172,20,12
2005-10-15,13,gmx:1|pobox:12,444,284,28,13
2005-10-16,17,cs:1|pobox:14|iki:1|urlichs:1,499,128,18,17
2005-10-17,10,vrfy:1|pobox:8|linux-foundation:1,112,82,12,10
2005-10-18,16,linux-foundation:6|pobox:6|gmx:3|zytor:1,351,73,20,16
2005-10-19,20,vrfy:2|zytor:3|linux-foundation:1|pobox:11|gmx:2|reactrix:1,446,160,26,20
2005-10-20,13,pobox:6|kernel:1|gmx:1|linux-foundation:3|zytor:2,506,290,15,13
2005-10-21,9,ucw:4|reactrix:3|pobox:1|linux-foundation:1,215,37,11,9
2005-10-22,4,pobox:3|op5:1,132,26,7,4
2005-10-23,11,pobox:5|gmx:5|linux-foundation:1,549,79,16,11
2005-10-24,2,pobox:2,28,5,2,2
2005-10-25,10,pobox:3|stonehenge:1|gmx:1|ucw:2|linux-foundation:3,214,230,15,10
2005-10-26,9,ucw:1|gmx:5|linux-foundation:2|pobox:1,430,65,12,9
2005-10-27,6,pobox:3|gmx:2|gnu:1,13,4,3,6
2005-10-28,15,pobox:2|cox:1|linux-foundation:2|gmx:10,561,112,25,15
2005-10-29,15,cox:9|pobox:6,267,214,21,15
2005-10-30,9,pobox:7|linux-foundation:1|tuxrocks:1,131,25,11,9
2005-10-31,1,pobox:1,0,0,0,1
2005-11-01,14,pobox:9|jdl:1|ucw:3|gmx:1,120,172,22,14
2005-11-02,19,laptop:3|pobox:5|gmail:1|student:1|reactrix:2|slamail:7,1917,82,32,19
2005-11-03,7,pobox:6|reactrix:1,126,11,6,7
2005-11-04,11,pobox:5|jdl:1|reactrix:4|briny:1,606,170,16,11
2005-11-05,20,pobox:18|blackbean:1|s-hahn:1,404,71,44,20
2005-11-06,14,pobox:10|jdl:2|stonehenge:1|briny:1,333,109,24,14
2005-11-07,19,gmx:4|pobox:10|laptop:1|reactrix:1|jdl:3,727,132,28,19
2005-11-08,12,gmail:4|pobox:5|gmx:1|cs:1|intel:1,111,65,22,12
2005-11-09,18,ac-sw:1|gmail:6|pobox:11,755,59,20,18
2005-11-10,15,blackbean:1|ucw:1|gmx:1|pobox:8|gnu:1|op5:2|gmail:1,234,81,26,15
2005-11-11,15,gnu:2|laptop:1|sous-sol:1|pobox:9|gmail:2,330,161,32,15
2005-11-12,12,gmail:3|ucw:2|urlichs:1|reactrix:2|gmx:1|80x24:3,311,175,13,12
2005-11-13,7,matysik:2|pobox:3|gmx:2,56,131,16,7
2005-11-14,27,vrfy:6|urlichs:2|pobox:9|op5:2|linux-foundation:2|gmail:1|zytor:1|desertsol:4,625,342,37,27
2005-11-15,15,samba:1|rawuncut:3|pobox:5|diku:1|altlinux:2|gmx:1|gmail:1|gnu:1,414,237,40,15
2005-11-16,15,op5:3|gmx:2|linux-foundation:1|gnu:1|pobox:8,1437,417,67,15
2005-11-17,20,gmail:2|op5:6|pobox:4|laptop:1|fluxnic:1|linux-mips:1|linux-foundation:1|gmx:4,939,173,26,20
2005-11-18,27,pobox:11|gmail:6|linux-foundation:2|intel:1|reactrix:6|yahoo:1,1251,1480,30,27
2005-11-19,9,pobox:7|vrfy:2,437,268,9,9
2005-11-20,13,vrfy:4|gmx:3|samba:1|pobox:3|gmail:1|op5:1,394,106,20,13
2005-11-21,17,samba:1|gmail:1|michonline:1|pobox:10|gmx:1|linux-foundation:1|serice:1|zytor:1,202,141,35,17
2005-11-22,9,op5:1|linux-ipv6:1|pobox:1|gmail:3|serice:1|ActiveState:1|gnu:1,100,76,8,9
2005-11-23,21,vrfy:5|pobox:4|gmx:1|linux-foundation:1|ac-sw:1|80x24:9,554,298,22,21
2005-11-24,10,vrfy:7|gmx:1|pobox:2,315,295,40,10
2005-11-25,19,op5:1|linux-ipv6:1|pobox:16|gmx:1,195,108,24,19
2005-11-26,8,pobox:6|linux-foundation:1|ucw:1,158,231,32,8
2005-11-27,22,gmx:5|pobox:13|altern:1|linux-foundation:3,247,125,29,22
2005-11-28,12,pobox:11|samba:1,204,97,17,12
2005-11-29,16,gmx:1|gnu:1|reactrix:1|jdl:1|urlichs:1|pobox:7|gmail:1|linux-foundation:2|kotnet:1,313,106,17,16
2005-11-30,7,samba:1|pobox:5|debian:1,101,88,6,7
2005-12-01,11,gmail:2|samba:1|pobox:7|linux-foundation:1,152,81,11,11
2005-12-02,7,pobox:4|horizon:2|eecs:1,108,26,9,7
2005-12-03,7,gmail:4|zytor:1|pobox:2,333,77,8,7
2005-12-04,13,iabervon:1|pobox:12,188,528,17,13
2005-12-05,19,ucw:1|pobox:16|eecs:1|jdl:1,626,377,33,19
2005-12-06,7,samba:1|pobox:4|eecs:2,98,57,12,7
2005-12-07,21,vrfy:9|pobox:10|samba:1|iabervon:1,788,298,26,21
2005-12-08,6,pobox:5|gmail:1,59,31,9,6
2005-12-09,19,rawuncut:16|pobox:3,244,63,25,19
2005-12-10,5,iabervon:1|pobox:4,158,31,9,5
2005-12-11,5,pobox:4|gmail:1,289,57,8,5
2005-12-12,11,pobox:11,450,112,23,11
2005-12-13,20,pobox:7|zytor:1|gmail:11|dsmagic:1,385,219,41,20
2005-12-14,13,ucw:1|pobox:11|debian:1,440,212,18,13
2005-12-15,12,gmail:5|laptop:1|pobox:5|fluxnic:1,152,70,19,12
2005-12-16,6,gmx:1|pobox:5,60,43,10,6
2005-12-17,3,cs:1|pobox:2,28,59,6,3
2005-12-18,7,pobox:4|linux-foundation:2|80x24:1,77,38,11,7
2005-12-19,11,vrfy:2|pobox:9,74,267,31,11
2005-12-20,6,pobox:4|linux-foundation:1|gmail:1,260,142,8,6
2005-12-21,18,pobox:13|gmx:1|gnu:3|linux-ipv6:1,113,71,17,18
2005-12-22,16,pobox:9|gmx:5|reactrix:1|vrfy:1,197,64,21,16
2005-12-23,8,pobox:7|ucw:1,146,21,9,8
2005-12-24,4,pobox:2|80x24:1|linux-foundation:1,124,2,4,4
2005-12-25,2,pobox:2,148,39,3,2
2005-12-26,9,pobox:8|gmx:1,273,66,15,9
2005-12-27,19,pobox:18|ravnborg:1,339,99,20,19
2005-12-28,1,smarden:1,7,7,1,1
2005-12-29,3,pobox:3,33,27,25,3
2005-12-30,1,research:1,1,1,1,1
2005-12-31,2,diku:2,63,36,17,2
2006-01-01,2,80x24:2,7,5,2,2
2006-01-03,2,op5:1|jdl:1,6,1,2,2
2006-01-04,4,debian:1|linux-foundation:2|op5:1,96,15,4,4
2006-01-05,17,gmail:12|pobox:5,77,30,18,17
2006-01-06,6,altern:1|flightlab:1|pobox:4,38,482,21,6
2006-01-07,16,pobox:16,279,174,27,16
2006-01-08,8,altern:5|pobox:3,168,13,7,8
2006-01-09,5,pobox:3|vrfy:1|zytor:1,85,21,6,5
2006-01-10,8,gmx:1|pobox:4|ualberta:2|watson:1,203,67,18,8
2006-01-11,10,pobox:10,203,94,17,10
2006-01-12,5,pobox:4|citi:1,143,41,6,5
2006-01-13,9,pobox:8|op5:1,194,88,7,9
2006-01-14,6,pobox:6,217,48,8,6
2006-01-15,11,pobox:11,54,31,7,11
2006-01-16,1,pobox:1,1,1,1,1
2006-01-17,3,vrfy:2|pobox:1,51,53,5,3
2006-01-18,3,pobox:2|linux-foundation:1,102,73,3,3
2006-01-19,8,gmx:1|pobox:6|draisey:1,44,9,7,8
2006-01-20,8,pengutronix:1|intel:1|pobox:4|watson:2,81,24,12,8
2006-01-21,4,deneb:1|pobox:1|citi:2,38,23,5,4
2006-01-22,8,ucw:1|citi:1|pobox:6,2655,1725,15,8
2006-01-24,3,pobox:3,576,16,8,3
2006-01-25,15,gnu:1|pobox:9|linux-foundation:2|xmission:1|eecs:2,198,83,28,15
2006-01-26,9,iabervon:1|pobox:5|pengutronix:2|digi:1,165,87,14,9
2006-01-27,12,gmail:1|pobox:11,317,43,14,12
2006-01-28,6,pobox:5|citi:1,750,253,17,6
2006-01-29,11,pobox:4|gmail:2|citi:1|iabervon:2|80x24:2,108,77,12,11
2006-01-30,7,laptop:3|pobox:4,136,37,6,7
2006-01-31,7,linux-foundation:2|reactrix:2|iabervon:1|pobox:2,89,56,11,7
2006-02-01,7,voltaire:1|ucw:1|pobox:1|distorted:4,65,19,8,7
2006-02-02,13,pobox:9|gmail:2|michonline:2,232,182,14,13
2006-02-03,8,pobox:5|distorted:2|eecs:1,151,32,9,8
2006-02-04,5,pobox:4|student:1,71,53,6,5
2006-02-05,17,linux-foundation:3|pobox:10|michonline:1|citi:3,687,348,29,17
2006-02-06,6,pobox:6,114,57,8,6
2006-02-07,11,samba:2|pobox:3|op5:2|distorted:1|ucw:2|linux-foundation:1,237,552,13,11
2006-02-08,6,pobox:6,157,98,18,6
2006-02-09,15,pobox:11|linux-foundation:1|jdl:1|eecs:1|fluxnic:1,198,73,20,15
2006-02-10,16,samba:1|pobox:12|fluxnic:2|linux-foundation:1,407,304,18,16
2006-02-11,10,linux-foundation:2|pobox:6|web:1|suse:1,123,28,16,10
2006-02-12,23,ucw:2|pobox:16|lysator:1|gmx:1|linux-foundation:1|gmail:2,473,75,24,23
2006-02-13,14,michonline:2|pobox:12,216,20,10,14
2006-02-14,16,gmail:1|pobox:12|treskal:1|linux-foundation:2,455,66,13,16
2006-02-15,13,pobox:10|gentoo:1|gmx:1|linux-foundation:1,795,188,20,13
2006-02-16,11,pobox:7|gentoo:1|80x24:3,1408,90,17,11
2006-02-17,20,gmail:2|pobox:9|cworth:4|gmx:3|spearce:1|80x24:1,1344,43,20,20
2006-02-18,27,diku:2|gmail:1|pobox:19|winehq:1|80x24:1|ucw:1|gmx:2,1228,136,37,27
2006-02-19,16,pobox:13|samba:1|gmx:2,1119,822,12,16
2006-02-20,25,pobox:13|80x24:9|michonline:1|clubi:1|gmx:1,1142,176,32,25
2006-02-21,28,pobox:13|gmail:3|gmx:1|cworth:5|eecs:1|fluxnic:5,988,325,28,28
2006-02-22,27,pobox:23|laptop:1|fluxnic:2|cworth:1,2897,154,25,27
2006-02-23,17,pobox:14|gmail:2|intel:1,140,44,10,17
2006-02-24,22,gmail:5|pobox:13|spearce:2|laptop:2,168,78,11,22
2006-02-25,4,gmail:1|michonline:2|linux-foundation:1,622,423,9,4
2006-02-26,22,michonline:1|80x24:3|gmail:1|linux-foundation:4|pobox:9|treskal:4,597,177,26,22
2006-02-27,26,distorted:4|winehq:1|gmail:2|linux-foundation:1|80x24:2|pobox:13|fluxnic:3,489,228,32,26
2006-02-28,25,samba:3|treskal:2|pobox:10|gnu:1|gmail:2|spearce:2|linux-foundation:4|gmx:1,926,1949,45,25
2006-03-01,37,laptop:4|pobox:29|gmx:2|intel:1|80x24:1,437,101,20,37
2006-03-02,38,laptop:3|pobox:21|gmail:3|michonline:2|samba:2|ucw:1|80x24:1|gmx:1|diku:1|spearce:1|intel:1|jdl:1,1359,469,34,38
2006-03-03,23,laptop:4|80x24:11|gmx:1|gmail:1|pobox:6,283,135,22,23
2006-03-04,30,laptop:3|gmail:1|pobox:19|winehq:6|daoine:1,521,197,18,30
2006-03-05,25,mozilla:2|spearce:1|pobox:13|laptop:1|distorted:3|linux-foundation:1|gmail:2|michonline:1|daoine:1,893,285,48,25
2006-03-06,12,altlinux:1|pobox:7|codeweavers:2|diku:2,186,23,18,12
2006-03-07,5,urlichs:1|reactrix:1|pobox:1|80x24:2,784,367,8,5
2006-03-08,4,samba:1|linux-foundation:1|fluxnic:2,76,33,4,4
2006-03-09,12,urlichs:1|80x24:3|gmail:3|pobox:5,271,157,76,12
2006-03-10,18,codeweavers:3|pobox:5|gmail:3|80x24:1|reactrix:6,2533,386,24,18
2006-03-11,3,sympatico:1|xs4all:1|pobox:1,4,4,3,3
2006-03-12,15,pobox:12|gmx:1|distorted:1|linux-foundation:1,192,44,13,15
2006-03-13,4,pobox:4,0,0,0,4
2006-03-15,9,linux-foundation:2|pobox:4|reactrix:1|comcast:1|stonehenge:1,35,36,5,9
2006-03-16,1,pobox:1,1,0,1,1
2006-03-17,16,gmail:2|pobox:5|jdl:7|fluxnic:1|catalyst:1,115,29,12,16
2006-03-18,13,samba:4|pobox:7|winehq:1|gmail:1,144,66,9,13
2006-03-19,6,winehq:3|pobox:2|spearce:1,51,30,6,6
2006-03-20,10,pobox:5|daoine:1|atmark-techno:1|reactrix:2|80x24:1,463,66,13,10
2006-03-21,9,pobox:8|intel:1,65,42,5,9
2006-03-22,10,samba:1|pobox:8|daoine:1,44,27,8,10
2006-03-23,7,pobox:7,26,5,14,7
